"accession","target_name","tlen","query_name","query_accession","qlen","E.value","score...8","bias...9","X.","of","c.Evalue","i.Evalue","score...14","bias...15","hmm_from","hmm_to","ali_from","ali_to","env_from","env_to","acc","description","query_name_clean","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","origin"
"PF16903","Capsid_N",207,"DTR_280192_21","-",522,0.057,13.2,0,1,1,3.3e-05,0.69,9.6,0,74,113,99,135,78,260,0.73,"Major capsid protein N-terminus","DTR_280192","IMG/M",16185,99,3,0,0,19,"Aquatic","Freshwater","Lentic","NULL","viral_origin"
"PF16903","Capsid_N",207,"DTR_284039_17","-",522,0.057,13.2,0,1,1,3.3e-05,0.69,9.6,0,74,113,99,135,78,260,0.73,"Major capsid protein N-terminus","DTR_284039","IMG/M",16213,127,3,0,0,20,"Aquatic","Freshwater","Lentic","NULL","viral_origin"
"PF17974","GalBD_like",190,"DTR_179721_19","-",214,0.012,15.8,0.1,1,2,0.012,250,1.7,0,41,68,9,36,5,41,0.89,"Galactose-binding domain-like","DTR_179721","IMG/M",14231,77,3,0,1,17,"Host_Associated","Mammals","Digestive system","NULL","non_viral_origin"
"PF17974","GalBD_like",190,"DTR_179950_15","-",214,0.012,15.8,0.1,2,2,1e-05,0.21,11.7,0.1,120,170,139,189,137,204,0.92,"Galactose-binding domain-like","DTR_179950","IMG/M",14231,77,3,0,1,17,"Host_Associated","Mammals","Digestive system","NULL","non_viral_origin"
"PF17974","GalBD_like",190,"DTR_179950_15","-",214,0.012,15.8,0.1,1,2,0.012,250,1.7,0,41,68,9,36,5,41,0.89,"Galactose-binding domain-like","DTR_179950","IMG/M",14231,77,3,0,1,17,"Host_Associated","Mammals","Digestive system","NULL","non_viral_origin"
"PF17974","GalBD_like",190,"DTR_179721_19","-",214,0.012,15.8,0.1,2,2,1e-05,0.21,11.7,0.1,120,170,139,189,137,204,0.92,"Galactose-binding domain-like","DTR_179721","IMG/M",14231,77,3,0,1,17,"Host_Associated","Mammals","Digestive system","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_663535_11","-",502,0.00012,22.8,0.1,1,2,1e-07,0.0021,18.8,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_663535","MGnify",16628,55,7,0,0,19,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_847870_2","-",506,0.086,13.6,0,2,2,0.1,2100,-0.6,0,43,82,349,385,336,393,0.86,"Thioredoxin like C-terminal domain","DTR_847870","HGM",16555,119,7,0,0,18,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_561383_20","-",502,0.0018,19.1,0,2,2,0.21,2200,-0.7,0,43,82,346,382,343,390,0.84,"Thioredoxin like C-terminal domain","DTR_561383","MGnify",16741,127,7,0,0,21,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_663535_11","-",502,0.00012,22.8,0.1,2,2,0.023,490,1.4,0,43,82,346,382,340,391,0.87,"Thioredoxin like C-terminal domain","DTR_663535","MGnify",16628,55,7,0,0,19,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_482508_1","-",390,0.00037,21.2,0.1,2,2,0.18,1300,0.1,0,43,82,234,270,228,279,0.86,"Thioredoxin like C-terminal domain","DTR_482508","CIBIO",16196,55,6,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_602746_6","-",510,0.0036,18,0,1,2,1.1e-06,0.012,16.4,0,57,132,245,319,238,323,0.88,"Thioredoxin like C-terminal domain","DTR_602746","MGnify",16478,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_719332_15","-",502,0.0018,19,0,2,2,0.21,2200,-0.7,0,43,82,346,382,343,390,0.84,"Thioredoxin like C-terminal domain","DTR_719332","MGnify",16416,55,7,0,0,17,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_559638_26","-",394,0.21,12.3,0,1,2,7.1e-05,1.5,9.6,0,57,132,129,203,121,207,0.88,"Thioredoxin like C-terminal domain","DTR_559638","MGnify",15871,127,7,0,0,19,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_405054_19","-",510,0.006,17.3,0.1,2,2,0.67,6900,-2.3,0,43,79,354,387,351,396,0.81,"Thioredoxin like C-terminal domain","DTR_405054","CIBIO",16465,55,7,0,0,18,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_856653_9","-",502,0.00012,22.8,0.1,2,2,0.023,490,1.4,0,43,82,346,382,340,391,0.87,"Thioredoxin like C-terminal domain","DTR_856653","HGM",16632,59,7,0,0,20,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_405054_19","-",510,0.006,17.3,0.1,1,2,1.8e-06,0.019,15.7,0,57,132,245,319,238,323,0.88,"Thioredoxin like C-terminal domain","DTR_405054","CIBIO",16465,55,7,0,0,18,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_441307_19","-",510,0.0036,18,0,1,2,1.1e-06,0.012,16.4,0,57,132,245,319,238,323,0.88,"Thioredoxin like C-terminal domain","DTR_441307","CIBIO",16478,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_508166_19","-",500,0.0027,18.5,0,1,2,8.5e-07,0.018,15.8,0,57,132,235,309,228,313,0.88,"Thioredoxin like C-terminal domain","DTR_508166","CIBIO",16899,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_441307_19","-",510,0.0036,18,0,2,2,0.67,6900,-2.3,0,43,79,354,387,351,396,0.81,"Thioredoxin like C-terminal domain","DTR_441307","CIBIO",16478,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_790829_9","-",500,0.048,14.4,0,1,2,2.8e-05,0.29,11.9,0,57,132,246,320,238,324,0.89,"Thioredoxin like C-terminal domain","DTR_790829","HGM",16768,99,7,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_602746_6","-",510,0.0036,18,0,2,2,0.67,6900,-2.3,0,43,79,354,387,351,396,0.81,"Thioredoxin like C-terminal domain","DTR_602746","MGnify",16478,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_482508_1","-",390,0.00037,21.2,0.1,1,2,4.1e-07,0.0028,18.4,0,56,132,124,199,118,203,0.9,"Thioredoxin like C-terminal domain","DTR_482508","CIBIO",16196,55,6,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_848521_19","-",505,0.00067,20.4,0,1,2,6.1e-07,0.0042,17.8,0,56,132,239,314,233,318,0.9,"Thioredoxin like C-terminal domain","DTR_848521","HGM",16260,119,6,0,0,17,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_559638_26","-",394,0.21,12.3,0,2,2,0.061,1300,0.1,0,43,83,238,275,222,282,0.87,"Thioredoxin like C-terminal domain","DTR_559638","MGnify",15871,127,7,0,0,19,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_833096_15","-",508,0.00073,20.3,0.1,1,2,6.9e-07,0.014,16.1,0,58,132,244,317,237,321,0.88,"Thioredoxin like C-terminal domain","DTR_833096","HGM",16402,93,7,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_833096_15","-",508,0.00073,20.3,0.1,2,2,0.021,440,1.6,0,43,82,352,388,342,396,0.87,"Thioredoxin like C-terminal domain","DTR_833096","HGM",16402,93,7,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_848521_19","-",505,0.00067,20.4,0,2,2,0.28,1900,-0.5,0,43,82,349,385,345,393,0.85,"Thioredoxin like C-terminal domain","DTR_848521","HGM",16260,119,6,0,0,17,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_856653_9","-",502,0.00012,22.8,0.1,1,2,1e-07,0.0021,18.8,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_856653","HGM",16632,59,7,0,0,20,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_706297_9","-",508,0.0021,18.8,0,1,2,5.8e-07,0.012,16.3,0,57,132,243,317,236,321,0.89,"Thioredoxin like C-terminal domain","DTR_706297","MGnify",16641,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_493537_16","-",502,0.0018,19,0,2,2,0.21,2200,-0.7,0,43,82,346,382,343,390,0.84,"Thioredoxin like C-terminal domain","DTR_493537","CIBIO",15762,55,7,0,0,19,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_623112_22","-",502,0.0018,19,0,2,2,0.21,2200,-0.7,0,43,82,346,382,343,390,0.84,"Thioredoxin like C-terminal domain","DTR_623112","MGnify",16693,55,7,0,0,20,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_847870_2","-",506,0.086,13.6,0,1,2,2.3e-05,0.47,11.2,0,57,132,240,314,232,318,0.88,"Thioredoxin like C-terminal domain","DTR_847870","HGM",16555,119,7,0,0,18,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_719345_24","-",502,0.0018,19,0,2,2,0.21,2200,-0.7,0,43,82,346,382,343,390,0.84,"Thioredoxin like C-terminal domain","DTR_719345","MGnify",16416,55,8,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_831713_19","-",508,0.00073,20.3,0.1,2,2,0.021,440,1.6,0,43,82,352,388,342,396,0.87,"Thioredoxin like C-terminal domain","DTR_831713","HGM",16408,99,7,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_686906_25","-",505,0.016,15.9,0.1,2,2,0.088,1800,-0.4,0,43,82,349,385,337,393,0.86,"Thioredoxin like C-terminal domain","DTR_686906","MGnify",17001,77,7,0,0,21,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_671853_1","-",390,0.00037,21.2,0.1,1,2,4.1e-07,0.0028,18.4,0,56,132,124,199,118,203,0.9,"Thioredoxin like C-terminal domain","DTR_671853","MGnify",16196,55,6,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_719332_15","-",502,0.0018,19,0,1,2,9.5e-07,0.0098,16.6,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_719332","MGnify",16416,55,7,0,0,17,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_478164_7","-",505,0.0017,19.1,0,1,2,4.8e-07,0.01,16.6,0,57,131,240,313,233,318,0.88,"Thioredoxin like C-terminal domain","DTR_478164","CIBIO",16548,55,6,0,0,19,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_831713_19","-",508,0.00073,20.3,0.1,1,2,6.9e-07,0.014,16.1,0,58,132,244,317,237,321,0.88,"Thioredoxin like C-terminal domain","DTR_831713","HGM",16408,99,7,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_415565_9","-",508,0.00073,20.3,0.1,1,2,6.9e-07,0.014,16.1,0,58,132,244,317,237,321,0.88,"Thioredoxin like C-terminal domain","DTR_415565","CIBIO",16364,55,8,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_188442_15","-",500,0.048,14.4,0,2,2,0.17,1800,-0.4,0,43,82,355,391,349,399,0.86,"Thioredoxin like C-terminal domain","DTR_188442","IMG/M",16597,272,7,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_833160_9","-",508,0.00073,20.3,0.1,1,2,6.9e-07,0.014,16.1,0,58,132,244,317,237,321,0.88,"Thioredoxin like C-terminal domain","DTR_833160","HGM",16408,99,7,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_833160_9","-",508,0.00073,20.3,0.1,2,2,0.021,440,1.6,0,43,82,352,388,342,396,0.87,"Thioredoxin like C-terminal domain","DTR_833160","HGM",16408,99,7,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_493537_16","-",502,0.0018,19,0,1,2,9.5e-07,0.0098,16.6,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_493537","CIBIO",15762,55,7,0,0,19,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_508349_20","-",508,0.0019,19,0,2,2,0.21,2200,-0.7,0,43,82,352,388,349,396,0.84,"Thioredoxin like C-terminal domain","DTR_508349","CIBIO",16671,55,7,0,0,18,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_561383_20","-",502,0.0018,19.1,0,1,2,9.5e-07,0.0098,16.6,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_561383","MGnify",16741,127,7,0,0,21,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_188442_15","-",500,0.048,14.4,0,1,2,2.8e-05,0.29,11.9,0,57,132,246,320,238,324,0.89,"Thioredoxin like C-terminal domain","DTR_188442","IMG/M",16597,272,7,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_508166_19","-",500,0.0027,18.5,0,2,2,0.093,1900,-0.5,0,43,82,344,380,338,388,0.86,"Thioredoxin like C-terminal domain","DTR_508166","CIBIO",16899,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_671853_1","-",390,0.00037,21.2,0.1,2,2,0.18,1300,0.1,0,43,82,234,270,228,279,0.86,"Thioredoxin like C-terminal domain","DTR_671853","MGnify",16196,55,6,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_806832_9","-",502,0.0018,19,0,1,2,9.5e-07,0.0098,16.6,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_806832","HGM",16737,99,7,0,0,20,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_478164_7","-",505,0.0017,19.1,0,2,2,0.096,2000,-0.6,0,43,82,349,385,345,393,0.85,"Thioredoxin like C-terminal domain","DTR_478164","CIBIO",16548,55,6,0,0,19,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_719345_24","-",502,0.0018,19,0,1,2,9.5e-07,0.0098,16.6,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_719345","MGnify",16416,55,8,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_806832_9","-",502,0.0018,19,0,2,2,0.21,2200,-0.7,0,43,82,346,382,343,390,0.84,"Thioredoxin like C-terminal domain","DTR_806832","HGM",16737,99,7,0,0,20,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_501585_21","-",511,0.0013,19.5,0.1,1,2,3e-07,0.0063,17.3,0,57,132,246,320,240,324,0.89,"Thioredoxin like C-terminal domain","DTR_501585","CIBIO",16051,55,8,0,0,17,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_790829_9","-",500,0.048,14.4,0,2,2,0.17,1800,-0.4,0,43,82,355,391,349,399,0.86,"Thioredoxin like C-terminal domain","DTR_790829","HGM",16768,99,7,0,0,18,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_501585_21","-",511,0.0013,19.5,0.1,2,2,0.13,2800,-1,0,43,75,355,387,352,398,0.85,"Thioredoxin like C-terminal domain","DTR_501585","CIBIO",16051,55,8,0,0,17,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_706297_9","-",508,0.0021,18.8,0,2,2,0.097,2000,-0.6,0,43,75,352,384,349,395,0.86,"Thioredoxin like C-terminal domain","DTR_706297","MGnify",16641,55,7,0,0,17,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_623112_22","-",502,0.0018,19,0,1,2,9.5e-07,0.0098,16.6,0,56,132,236,311,230,315,0.9,"Thioredoxin like C-terminal domain","DTR_623112","MGnify",16693,55,7,0,0,20,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_508349_20","-",508,0.0019,19,0,1,2,9.6e-07,0.01,16.6,0,56,132,242,317,236,321,0.9,"Thioredoxin like C-terminal domain","DTR_508349","CIBIO",16671,55,7,0,0,18,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_686906_25","-",505,0.016,15.9,0.1,1,2,4.7e-06,0.097,13.4,0,65,132,248,314,234,318,0.84,"Thioredoxin like C-terminal domain","DTR_686906","MGnify",17001,77,7,0,0,21,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF17991","Thioredoxin_10",142,"DTR_415565_9","-",508,0.00073,20.3,0.1,2,2,0.021,440,1.6,0,43,82,352,388,342,396,0.87,"Thioredoxin like C-terminal domain","DTR_415565","CIBIO",16364,55,8,0,0,16,"Host_Associated","Human","Gut","GCA_003691915.1","non_viral_origin"
"PF17996","CE2_N",108,"DTR_648821_1","-",554,0.0042,17.3,1.5,2,3,0.0012,8.3,6.7,0.6,1,78,91,172,91,174,0.82,"Carbohydrate esterase 2 N-terminal","DTR_648821","MGnify",16073,55,4,0,0,19,"Engineered","Wastewater",NA,"NULL","non_viral_origin"
"PF17996","CE2_N",108,"DTR_648821_1","-",554,0.0042,17.3,1.5,3,3,0.00053,3.7,7.9,0,40,79,260,298,222,303,0.78,"Carbohydrate esterase 2 N-terminal","DTR_648821","MGnify",16073,55,4,0,0,19,"Engineered","Wastewater",NA,"NULL","non_viral_origin"
"PF17996","CE2_N",108,"DTR_090134_18","-",198,0.12,12.6,0,2,2,0.036,760,0.4,0,17,70,106,159,101,167,0.65,"Carbohydrate esterase 2 N-terminal","DTR_090134","IMG/M",16029,123,1,0,0,19,"Terrestrial","Soil","Wetlands","NULL","non_viral_origin"
"PF17996","CE2_N",108,"DTR_090134_18","-",198,0.12,12.6,0,1,2,4.1e-05,0.86,9.9,0,7,47,47,90,45,91,0.77,"Carbohydrate esterase 2 N-terminal","DTR_090134","IMG/M",16029,123,1,0,0,19,"Terrestrial","Soil","Wetlands","NULL","non_viral_origin"
"PF17996","CE2_N",108,"DTR_648821_1","-",554,0.0042,17.3,1.5,1,3,0.5,3400,-1.7,0,23,38,30,45,24,54,0.7,"Carbohydrate esterase 2 N-terminal","DTR_648821","MGnify",16073,55,4,0,0,19,"Engineered","Wastewater",NA,"NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_259628_9","-",405,0.15,12.5,0.3,1,3,0.0019,13,6.2,0,33,81,18,68,16,79,0.79,"Carbohydrate binding module (family 35)","DTR_259628","IMG/M",7900,127,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_259628_9","-",405,0.15,12.5,0.3,3,3,0.019,130,3,0,26,58,266,298,260,307,0.9,"Carbohydrate binding module (family 35)","DTR_259628","IMG/M",7900,127,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_255641_9","-",405,0.15,12.5,0.3,2,3,0.67,4700,-2,0,18,33,91,107,79,115,0.67,"Carbohydrate binding module (family 35)","DTR_255641","IMG/M",7885,112,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_136038_18","-",107,0.038,14.4,0.1,1,1,4.1e-06,0.043,14.3,0.1,33,99,18,83,4,97,0.75,"Carbohydrate binding module (family 35)","DTR_136038","IMG/M",8609,123,1,0,0,17,"Terrestrial","Soil",NA,"NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_259669_3","-",405,0.15,12.5,0.3,2,3,0.67,4700,-2,0,18,33,91,107,79,115,0.67,"Carbohydrate binding module (family 35)","DTR_259669","IMG/M",7900,127,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_259628_9","-",405,0.15,12.5,0.3,2,3,0.67,4700,-2,0,18,33,91,107,79,115,0.67,"Carbohydrate binding module (family 35)","DTR_259628","IMG/M",7900,127,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_259669_3","-",405,0.15,12.5,0.3,3,3,0.019,130,3,0,26,58,266,298,260,307,0.9,"Carbohydrate binding module (family 35)","DTR_259669","IMG/M",7900,127,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_259669_3","-",405,0.15,12.5,0.3,1,3,0.0019,13,6.2,0,33,81,18,68,16,79,0.79,"Carbohydrate binding module (family 35)","DTR_259669","IMG/M",7900,127,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_255641_9","-",405,0.15,12.5,0.3,1,3,0.0019,13,6.2,0,33,81,18,68,16,79,0.79,"Carbohydrate binding module (family 35)","DTR_255641","IMG/M",7885,112,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18099","CBM_35_2",112,"DTR_255641_9","-",405,0.15,12.5,0.3,3,3,0.019,130,3,0,26,58,266,298,260,307,0.9,"Carbohydrate binding module (family 35)","DTR_255641","IMG/M",7885,112,1,0,0,10,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_346876_10","-",847,0.034,14.3,0.6,2,2,0.0058,30,4.9,0,16,60,437,480,430,498,0.8,"Csp protease B prodomain","DTR_346876","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_346876_10","-",847,0.034,14.3,0.6,1,2,0.0013,7,6.9,0.1,71,89,245,263,243,263,0.9,"Csp protease B prodomain","DTR_346876","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_345868_1","-",847,0.034,14.3,0.6,1,2,0.0013,7,6.9,0.1,71,89,245,263,243,263,0.9,"Csp protease B prodomain","DTR_345868","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_330329_1","-",847,0.034,14.3,0.6,1,2,0.0013,7,6.9,0.1,71,89,245,263,243,263,0.9,"Csp protease B prodomain","DTR_330329","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_770037_21","-",102,0.087,13,0,1,1,1e-05,0.1,12.8,0,25,78,46,99,25,101,0.84,"Csp protease B prodomain","DTR_770037","HGM",13272,76,6,1,0,22,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_345737_7","-",847,0.034,14.3,0.6,1,2,0.0013,7,6.9,0.1,71,89,245,263,243,263,0.9,"Csp protease B prodomain","DTR_345737","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_345868_1","-",847,0.034,14.3,0.6,2,2,0.0058,30,4.9,0,16,60,437,480,430,498,0.8,"Csp protease B prodomain","DTR_345868","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_330329_1","-",847,0.034,14.3,0.6,2,2,0.0058,30,4.9,0,16,60,437,480,430,498,0.8,"Csp protease B prodomain","DTR_330329","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18425","CspB_prodomain",89,"DTR_345737_7","-",847,0.034,14.3,0.6,2,2,0.0058,30,4.9,0,16,60,437,480,430,498,0.8,"Csp protease B prodomain","DTR_345737","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_073934_12","-",252,0.0077,16.3,5.6,2,2,1.5e-06,0.0077,16.3,5.6,5,107,116,227,112,250,0.68,"BclA C-terminal domain","DTR_073934","IMG/M",11887,123,4,0,0,19,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_284463_1","-",366,9.6e-07,28.9,1.1,1,1,2.7e-10,2.8e-06,27.5,1.1,22,72,250,303,232,340,0.79,"BclA C-terminal domain","DTR_284463","IMG/M",11801,127,4,0,1,17,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_351934_20","-",390,0.076,13.1,0,1,1,1.8e-05,0.18,11.9,0,15,59,314,358,309,372,0.9,"BclA C-terminal domain","DTR_351934","IMG/M",15355,127,4,0,0,19,"Terrestrial","Soil",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_892297_10","-",434,9.2,6.4,13.3,3,4,0.16,3200,-1.9,0,16,39,226,250,222,264,0.63,"BclA C-terminal domain","DTR_892297","GOV2",12593,55,3,0,0,21,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_065948_14","-",380,0.00077,19.5,5.4,1,2,0.051,1100,-0.3,0,38,78,42,84,31,95,0.78,"BclA C-terminal domain","DTR_065948","IMG/M",12242,123,3,1,0,20,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_229765_6","-",569,0.0048,17,8.8,2,3,0.62,13000,-3.8,0.1,91,106,388,403,384,421,0.5,"BclA C-terminal domain","DTR_229765","IMG/M",8392,38,3,0,0,5,"Aquatic","Marine",NA,"NULL","non_viral_origin"
