"X","accession","target_name","query_name_clean","description","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","T_number","origin_genes","description_clean","classification","origin","functional_category"
567,"PF03367","zf-ZPR1","DTR_891680","ZPR1 zinc-finger domain","GOV2",10915,1882,0,0,0,16,"Aquatic","Marine",NA,"NULL",3,"non_viral","zpr1 zinc finger domain","Unknown","Eukaryotic","Binding Protein"
568,"PF09113","N-glycanase_C","DTR_768384","Peptide-N-glycosidase F, C terminal","HGM",17222,61,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
569,"PF09113","N-glycanase_C","DTR_768384","Peptide-N-glycosidase F, C terminal","HGM",17222,61,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
570,"PF18573","BclA_C","DTR_284463","BclA C-terminal domain","IMG/M",11801,127,4,0,1,17,"Aquatic","Non-marine saline","Saline","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
571,"PF09113","N-glycanase_C","DTR_716447","Peptide-N-glycosidase F, C terminal","MGnify",17216,55,4,0,0,13,NA,NA,NA,"GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
572,"PF09113","N-glycanase_C","DTR_716447","Peptide-N-glycosidase F, C terminal","MGnify",17216,55,4,0,0,13,NA,NA,NA,"GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
573,"PF17991","Thioredoxin_10","DTR_706297","Thioredoxin like C-terminal domain","MGnify",16641,55,7,0,0,17,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
574,"PF17991","Thioredoxin_10","DTR_706297","Thioredoxin like C-terminal domain","MGnify",16641,55,7,0,0,17,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
575,"PF09113","N-glycanase_C","DTR_842908","Peptide-N-glycosidase F, C terminal","HGM",17292,128,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
576,"PF09113","N-glycanase_C","DTR_842908","Peptide-N-glycosidase F, C terminal","HGM",17292,128,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
577,"PF17991","Thioredoxin_10","DTR_671853","Thioredoxin like C-terminal domain","MGnify",16196,55,6,0,0,18,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
578,"PF17991","Thioredoxin_10","DTR_671853","Thioredoxin like C-terminal domain","MGnify",16196,55,6,0,0,18,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
579,"PF09101","Exotox-A_bind","DTR_511018","Exotoxin A binding","CIBIO",8536,29,4,0,0,13,"Host-Associated","Human","Gut","NULL",3,"viral","exotoxin a binding","Unknown","Prokaryotic","Binding Protein"
580,"PF09113","N-glycanase_C","DTR_666077","Peptide-N-glycosidase F, C terminal","MGnify",17206,54,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
581,"PF09113","N-glycanase_C","DTR_666077","Peptide-N-glycosidase F, C terminal","MGnify",17206,54,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
582,"PF09113","N-glycanase_C","DTR_830477","Peptide-N-glycosidase F, C terminal","HGM",17231,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
583,"PF09113","N-glycanase_C","DTR_830477","Peptide-N-glycosidase F, C terminal","HGM",17231,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
584,"PF18628","P2_N","DTR_641932","Viral coat protein P2 N-terminal domain","MGnify",9179,55,3,0,0,17,"Aquatic","Marine",NA,"NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
585,"PF18628","P2_N","DTR_641932","Viral coat protein P2 N-terminal domain","MGnify",9179,55,3,0,0,17,"Aquatic","Marine",NA,"NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
586,"PF09113","N-glycanase_C","DTR_099786","Peptide-N-glycosidase F, C terminal","IMG/M",17260,99,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
587,"PF09113","N-glycanase_C","DTR_099786","Peptide-N-glycosidase F, C terminal","IMG/M",17260,99,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
588,"PF09113","N-glycanase_C","DTR_419591","Peptide-N-glycosidase F, C terminal","CIBIO",17194,42,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
589,"PF09113","N-glycanase_C","DTR_419591","Peptide-N-glycosidase F, C terminal","CIBIO",17194,42,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
590,"PF18666","CBM64","DTR_848055","Carbohydrate-binding module 64","HGM",9885,119,2,0,0,9,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
591,"PF18666","CBM64","DTR_848055","Carbohydrate-binding module 64","HGM",9885,119,2,0,0,9,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
592,"PF18666","CBM64","DTR_848055","Carbohydrate-binding module 64","HGM",9885,119,2,0,0,9,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
593,"PF09113","N-glycanase_C","DTR_753843","Peptide-N-glycosidase F, C terminal","HGM",17185,33,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
594,"PF09113","N-glycanase_C","DTR_753843","Peptide-N-glycosidase F, C terminal","HGM",17185,33,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
595,"PF09113","N-glycanase_C","DTR_795921","Peptide-N-glycosidase F, C terminal","HGM",17190,41,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
596,"PF09113","N-glycanase_C","DTR_795921","Peptide-N-glycosidase F, C terminal","HGM",17190,41,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
597,"PF00760","Cucumo_coat","DTR_713157","Cucumovirus coat protein","MGnify",17421,28,7,0,0,18,"Host-Associated","Human","Gut","GCA_000915675.1",4,"viral","cucumovirus coat protein","Viral","Viral","Capsid Protein"
598,"PF09113","N-glycanase_C","DTR_844759","Peptide-N-glycosidase F, C terminal","HGM",17189,37,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
599,"PF09113","N-glycanase_C","DTR_844759","Peptide-N-glycosidase F, C terminal","HGM",17189,37,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
600,"PF09144","YpM","DTR_719397","Yersinia pseudo-tuberculosis mitogen","MGnify",9308,55,1,0,0,10,"Host-Associated","Human","Gut","NULL",3,"viral","yersinia pseudo tuberculosis mitogen","Unknown","Prokaryotic","Other"
601,"PF00760","Cucumo_coat","DTR_773801","Cucumovirus coat protein","HGM",17525,41,7,0,0,19,"Host-Associated","Human","Gut","GCA_000915675.1",4,"viral","cucumovirus coat protein","Viral","Viral","Capsid Protein"
602,"PF14099","Polysacc_lyase","DTR_316112","Polysaccharide lyase","IMG/M",19421,40,7,0,1,18,"Aquatic","Freshwater","Lentic","NULL",4,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
603,"PF09113","N-glycanase_C","DTR_750260","Peptide-N-glycosidase F, C terminal","HGM",17201,49,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
604,"PF09113","N-glycanase_C","DTR_750260","Peptide-N-glycosidase F, C terminal","HGM",17201,49,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
605,"PF18666","CBM64","DTR_820634","Carbohydrate-binding module 64","HGM",9990,95,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
606,"PF18666","CBM64","DTR_820634","Carbohydrate-binding module 64","HGM",9990,95,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
607,"PF18666","CBM64","DTR_820634","Carbohydrate-binding module 64","HGM",9990,95,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
608,"PF18628","P2_N","DTR_265747","Viral coat protein P2 N-terminal domain","IMG/M",10312,99,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
609,"PF18628","P2_N","DTR_265747","Viral coat protein P2 N-terminal domain","IMG/M",10312,99,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
610,"PF14099","Polysacc_lyase","DTR_110264","Polysaccharide lyase","IMG/M",15368,123,9,0,0,12,"Aquatic","Freshwater","Lake","NULL",4,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
611,"PF14099","Polysacc_lyase","DTR_110264","Polysaccharide lyase","IMG/M",15368,123,9,0,0,12,"Aquatic","Freshwater","Lake","NULL",4,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
612,"PF07953","Toxin_R_bind_N","DTR_889812","Clostridium neurotoxin, N-terminal receptor binding","GOV2",11857,55,3,0,0,21,"Aquatic","Marine",NA,"NULL",3,"viral","clostridium neurotoxin, n terminal receptor binding","Unknown","Prokaryotic","Binding Protein"
613,"PF09113","N-glycanase_C","DTR_101886","Peptide-N-glycosidase F, C terminal","IMG/M",17209,57,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
614,"PF09113","N-glycanase_C","DTR_101886","Peptide-N-glycosidase F, C terminal","IMG/M",17209,57,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
615,"PF09113","N-glycanase_C","DTR_737425","Peptide-N-glycosidase F, C terminal","HGM",17218,66,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
616,"PF09113","N-glycanase_C","DTR_737425","Peptide-N-glycosidase F, C terminal","HGM",17218,66,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
617,"PF16903","Capsid_N","DTR_280192","Major capsid protein N-terminus","IMG/M",16185,99,3,0,0,19,"Aquatic","Freshwater","Lentic","NULL",4,"viral","major capsid protein n terminus","Viral","Viral","Capsid Protein"
618,"PF18628","P2_N","DTR_038017","Viral coat protein P2 N-terminal domain","IMG/M",10189,40,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
619,"PF18628","P2_N","DTR_038017","Viral coat protein P2 N-terminal domain","IMG/M",10189,40,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
620,"PF05373","Pro_3_hydrox_C","DTR_486120","L-proline 3-hydroxylase, C-terminal","CIBIO",10576,55,2,0,0,12,"Host-Associated","Human","Gut","NULL",3,"viral","l proline 3 hydroxylase, c terminal","Unknown","Varies (Prok/Euk)","Other"
621,"PF18628","P2_N","DTR_265531","Viral coat protein P2 N-terminal domain","IMG/M",10341,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
622,"PF18628","P2_N","DTR_265531","Viral coat protein P2 N-terminal domain","IMG/M",10341,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
623,"PF18628","P2_N","DTR_265531","Viral coat protein P2 N-terminal domain","IMG/M",10341,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
624,"PF18573","BclA_C","DTR_073931","BclA C-terminal domain","IMG/M",12461,123,3,1,0,20,"Aquatic","Marine","Oceanic","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
625,"PF18666","CBM64","DTR_827411","Carbohydrate-binding module 64","HGM",9817,48,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
626,"PF18666","CBM64","DTR_827411","Carbohydrate-binding module 64","HGM",9817,48,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
627,"PF18666","CBM64","DTR_827411","Carbohydrate-binding module 64","HGM",9817,48,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
628,"PF17991","Thioredoxin_10","DTR_501585","Thioredoxin like C-terminal domain","CIBIO",16051,55,8,0,0,17,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
629,"PF17991","Thioredoxin_10","DTR_501585","Thioredoxin like C-terminal domain","CIBIO",16051,55,8,0,0,17,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
630,"PF18666","CBM64","DTR_819528","Carbohydrate-binding module 64","HGM",9648,95,2,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
631,"PF18666","CBM64","DTR_819528","Carbohydrate-binding module 64","HGM",9648,95,2,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
632,"PF18666","CBM64","DTR_819528","Carbohydrate-binding module 64","HGM",9648,95,2,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
633,"PF20510","HgmA_N","DTR_410288","Homogentisate 1,2-dioxygenase N-terminal","CIBIO",8423,30,3,1,0,10,"Host-Associated","Human","Gut","NULL",3,"viral","homogentisate 1,2 dioxygenase n terminal","Unknown","Prokaryotic","Enzyme"
634,"PF09113","N-glycanase_C","DTR_821323","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
635,"PF09113","N-glycanase_C","DTR_821323","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
636,"PF05899","Cupin_3","DTR_009823","EutQ-like cupin domain","IMG/M",9969,77,3,0,0,14,"Aquatic","Non-marine saline","Alkaline","NULL",3,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
637,"PF05899","Cupin_3","DTR_009823","EutQ-like cupin domain","IMG/M",9969,77,3,0,0,14,"Aquatic","Non-marine saline","Alkaline","NULL",3,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
638,"PF18628","P2_N","DTR_265977","Viral coat protein P2 N-terminal domain","IMG/M",10384,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
639,"PF18628","P2_N","DTR_265977","Viral coat protein P2 N-terminal domain","IMG/M",10384,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
640,"PF09113","N-glycanase_C","DTR_431692","Peptide-N-glycosidase F, C terminal","CIBIO",17173,21,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
641,"PF09113","N-glycanase_C","DTR_431692","Peptide-N-glycosidase F, C terminal","CIBIO",17173,21,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
642,"PF09092","Lyase_N","DTR_831713","Lyase, N terminal","HGM",16408,99,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","lyase, n terminal","Unknown","Varies (Prok/Euk)","Enzyme"
643,"PF17991","Thioredoxin_10","DTR_831713","Thioredoxin like C-terminal domain","HGM",16408,99,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
644,"PF17991","Thioredoxin_10","DTR_831713","Thioredoxin like C-terminal domain","HGM",16408,99,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
645,"PF18425","CspB_prodomain","DTR_345868","Csp protease B prodomain","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake","NULL",4,"viral","csp protease b prodomain","Unknown","Prokaryotic","Other"
646,"PF18425","CspB_prodomain","DTR_345868","Csp protease B prodomain","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake","NULL",4,"viral","csp protease b prodomain","Unknown","Prokaryotic","Other"
647,"PF14717","DUF4465","DTR_047208","Domain of unknown function (DUF4465)","IMG/M",9983,100,1,0,0,15,"Terrestrial","Soil",NA,"NULL",3,"viral","domain of unknown function \(duf4465\)","Unknown","Unknown","Unknown"
648,"PF13157","Enas","DTR_628537","Endospore appendages","MGnify",8965,55,1,0,0,12,"Aquatic","Marine",NA,"NULL",3,"viral","endospore appendages","Unknown","Prokaryotic","Structural Protein"
649,"PF09113","N-glycanase_C","DTR_372541","Peptide-N-glycosidase F, C terminal","CIBIO",17181,29,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
650,"PF09113","N-glycanase_C","DTR_372541","Peptide-N-glycosidase F, C terminal","CIBIO",17181,29,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
651,"PF05737","Collagen_bind","DTR_527788","Collagen binding domain","CIBIO",11388,88,3,0,0,14,"Host-Associated","Human","Gut","NULL",3,"viral","collagen binding domain","Unknown","Varies (Prok/Euk)","Binding Protein"
652,"PF21510","PirA-like","DTR_076975","PirA-like","IMG/M",19118,81,18,0,0,10,"Host-Associated","Human","Oral","GCA_000922715.1",4,"viral","pira like","Unknown","Eukaryotic","Unknown"
653,"PF17991","Thioredoxin_10","DTR_790829","Thioredoxin like C-terminal domain","HGM",16768,99,7,0,0,18,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
654,"PF17991","Thioredoxin_10","DTR_790829","Thioredoxin like C-terminal domain","HGM",16768,99,7,0,0,18,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
655,"PF09092","Lyase_N","DTR_790829","Lyase, N terminal","HGM",16768,99,7,0,0,18,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","lyase, n terminal","Unknown","Varies (Prok/Euk)","Enzyme"
656,"PF09113","N-glycanase_C","DTR_103100","Peptide-N-glycosidase F, C terminal","IMG/M",17231,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
657,"PF09113","N-glycanase_C","DTR_103100","Peptide-N-glycosidase F, C terminal","IMG/M",17231,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
658,"PF09113","N-glycanase_C","DTR_682166","Peptide-N-glycosidase F, C terminal","MGnify",17229,77,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
659,"PF09113","N-glycanase_C","DTR_682166","Peptide-N-glycosidase F, C terminal","MGnify",17229,77,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
660,"PF18666","CBM64","DTR_560002","Carbohydrate-binding module 64","MGnify",9897,127,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
661,"PF18666","CBM64","DTR_560002","Carbohydrate-binding module 64","MGnify",9897,127,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
662,"PF18573","BclA_C","DTR_551916","BclA C-terminal domain","CIBIO",19857,98,18,1,0,9,"Host-Associated","Human","Gut","GCA_004779345.1",4,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
663,"PF18573","BclA_C","DTR_551916","BclA C-terminal domain","CIBIO",19857,98,18,1,0,9,"Host-Associated","Human","Gut","GCA_004779345.1",4,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
664,"PF09113","N-glycanase_C","DTR_758169","Peptide-N-glycosidase F, C terminal","HGM",17213,61,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
665,"PF09113","N-glycanase_C","DTR_758169","Peptide-N-glycosidase F, C terminal","HGM",17213,61,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
666,"PF18573","BclA_C","DTR_364427","BclA C-terminal domain","IMG/M",11801,127,4,0,1,16,"Aquatic","Non-marine saline","Saline","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
667,"PF18666","CBM64","DTR_825214","Carbohydrate-binding module 64","HGM",9614,88,2,0,0,7,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
668,"PF18666","CBM64","DTR_825214","Carbohydrate-binding module 64","HGM",9614,88,2,0,0,7,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
669,"PF18666","CBM64","DTR_825214","Carbohydrate-binding module 64","HGM",9614,88,2,0,0,7,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
670,"PF09113","N-glycanase_C","DTR_415277","Peptide-N-glycosidase F, C terminal","CIBIO",17172,20,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
671,"PF09113","N-glycanase_C","DTR_415277","Peptide-N-glycosidase F, C terminal","CIBIO",17172,20,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
672,"PF09113","N-glycanase_C","DTR_625419","Peptide-N-glycosidase F, C terminal","MGnify",17176,24,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
673,"PF09113","N-glycanase_C","DTR_625419","Peptide-N-glycosidase F, C terminal","MGnify",17176,24,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
674,"PF09018","Phage_Capsid_P3","DTR_295953","P3 major capsid protein","IMG/M",18519,127,1,0,0,38,"Host-Associated","Plants","Rhizoplane","NULL",4,"viral","p3 major capsid protein","Viral","Viral","Capsid Protein"
675,"PF07953","Toxin_R_bind_N","DTR_183901","Clostridium neurotoxin, N-terminal receptor binding","IMG/M",12239,123,4,0,0,22,"Aquatic","Freshwater","Groundwater","NULL",3,"viral","clostridium neurotoxin, n terminal receptor binding","Unknown","Prokaryotic","Binding Protein"
676,"PF07953","Toxin_R_bind_N","DTR_183901","Clostridium neurotoxin, N-terminal receptor binding","IMG/M",12239,123,4,0,0,22,"Aquatic","Freshwater","Groundwater","NULL",3,"viral","clostridium neurotoxin, n terminal receptor binding","Unknown","Prokaryotic","Binding Protein"
677,"PF09113","N-glycanase_C","DTR_840322","Peptide-N-glycosidase F, C terminal","HGM",17268,89,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
678,"PF09113","N-glycanase_C","DTR_840322","Peptide-N-glycosidase F, C terminal","HGM",17268,89,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
679,"PF09113","N-glycanase_C","DTR_830117","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
